Fish_ID,Site,Date_sampled,Exposure,Days_in_river,Cs_intestine_PCR_binary,Max_Cs_spores_n_L,Mean_water_temp_C,Mean_water_velocity_ms,Fork_length_mm,Mass_g
210510_FBL_F13,FBL,5/10/21,3,14,1,6.9,18.9,0.28,78,4.9
210510_FBL_F14,FBL,5/10/21,3,14,1,6.9,18.9,0.28,64,2
210510_FBL_F15,FBL,5/10/21,3,14,1,6.9,18.9,0.28,78,3
210510_GRL_F1,GRL,5/10/21,3,14,1,49.1,17.8,0.41,82,6.5
210510_GRL_F2,GRL,5/10/21,3,14,1,49.1,17.8,0.41,73,3.9
210510_GRL_F3,GRL,5/10/21,3,14,1,49.1,17.8,0.41,80,5.8
210510_GRL_F4,GRL,5/10/21,3,14,1,49.1,17.8,0.41,77,4.4
210510_GRL_F5,GRL,5/10/21,3,14,1,49.1,17.8,0.41,67,3
210510_GRL_F6,GRL,5/10/21,3,14,1,49.1,17.8,0.41,80,5.8
210510_GRL_F7,GRL,5/10/21,3,14,1,49.1,17.8,0.41,75,4.6
210510_GRL_F8,GRL,5/10/21,3,14,1,49.1,17.8,0.41,89,5
210510_GRL_F9,GRL,5/10/21,3,14,1,49.1,17.8,0.41,82,5.8
210510_GRL_F10,GRL,5/10/21,3,14,1,49.1,17.8,0.41,88,NA
210510_GRL_F11,GRL,5/10/21,3,14,1,49.1,17.8,0.41,77,4.8
210510_GRL_F12,GRL,5/10/21,3,14,1,49.1,17.8,0.41,85,7.6
210510_GRL_F13,GRL,5/10/21,3,14,1,49.1,17.8,0.41,85,6.8
210510_GRL_F14,GRL,5/10/21,3,14,1,49.1,17.8,0.41,75,4.7
210510_GRL_F15,GRL,5/10/21,3,14,1,49.1,17.8,0.41,89,7.4
210511_RDB_F1,RDB,5/11/21,3,14,1,35.6,16.8,0.89,78,5.9
210511_RDB_F2,RDB,5/11/21,3,14,1,35.6,16.8,0.89,73,4.8
210511_RDB_F3,RDB,5/11/21,3,14,1,35.6,16.8,0.89,78,5.1
210511_RDB_F4,RDB,5/11/21,3,14,1,35.6,16.8,0.89,75,4.8
210511_RDB_F5,RDB,5/11/21,3,14,1,35.6,16.8,0.89,75,5.8
210511_RDB_F6,RDB,5/11/21,3,14,1,35.6,16.8,0.89,63,2
210511_RDB_F7,RDB,5/11/21,3,14,1,35.6,16.8,0.89,73,3.5
210511_RDB_F8,RDB,5/11/21,3,14,1,35.6,16.8,0.89,64,2.8
210511_RDB_F9,RDB,5/11/21,3,14,1,35.6,16.8,0.89,70,2.5
210511_RDB_F10,RDB,5/11/21,3,14,1,35.6,16.8,0.89,85,5.4
210511_RDB_F11,RDB,5/11/21,3,14,1,35.6,16.8,0.89,66,2.4
210511_RDB_F12,RDB,5/11/21,3,14,1,35.6,16.8,0.89,74,3.3
210511_RDB_F13,RDB,5/11/21,3,14,1,35.6,16.8,0.89,73,3.6
210511_RDB_F14,RDB,5/11/21,3,14,1,35.6,16.8,0.89,75,4.2
210511_RDB_F15,RDB,5/11/21,3,14,1,35.6,16.8,0.89,73,3.6
210511_WLK_F1,WLK,5/11/21,3,14,1,3.1,19.9,0.73,63,2.9
210511_WLK_F2,WLK,5/11/21,3,14,1,3.1,19.9,0.73,69,3
210511_WLK_F3,WLK,5/11/21,3,14,1,3.1,19.9,0.73,73,3.9
210511_WLK_F4,WLK,5/11/21,3,14,1,3.1,19.9,0.73,74,4.3
210511_WLK_F5,WLK,5/11/21,3,14,1,3.1,19.9,0.73,74,4.1
210511_WLK_F6,WLK,5/11/21,3,14,1,3.1,19.9,0.73,75,4
210511_WLK_F7,WLK,5/11/21,3,14,1,3.1,19.9,0.73,68,2.9
210511_WLK_F8,WLK,5/11/21,3,14,1,3.1,19.9,0.73,67,2.7
210511_WLK_F9,WLK,5/11/21,3,14,1,3.1,19.9,0.73,81,6.3
210511_WLK_F10,WLK,5/11/21,3,14,1,3.1,19.9,0.73,73,3.2
